VID,"Device Code",Imei,"Model GPS",Cellnumber,"Company GROUP",Devicetime,Servertime,"Last Location",Comment
511148,215,357454073161083,FM-1202,081519764751,511:{3},"2021-07-12 03:24:19","2021-07-12 03:24:35.39","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
309033,N-8783-TL,352848024119394,FM-32,08553204633,309:{1;6},"2021-07-13 08:39:26.621","2021-07-13 08:39:57.635",Update,
331004,W-8389-NT,352848023142306,FM-32,08553204374,331:{1},"2021-07-13 08:19:04.381","2021-07-13 08:19:16.152",Update,
511001,L-06,356173062950147,FM-1202,08553210900,511:{0;2},"2021-07-13 08:40:00","2021-07-13 08:40:17.703",Update,
511167,263,352094086274948,FMA,081514007288,511:{1},"2021-07-10 11:08:39","2021-07-10 11:08:52.365","CPU Reset Recomendation","Ngrejeng - Bojonegoro - Jawa Timur"
511018,71,352093083275817,FM-1202,08551838487,511:{0;10},"2021-07-13 08:41:37","2021-07-13 08:41:40.328",Update,
211012,B-9997-UEW,867060031256536,FM-36,08551838482,211:{1},"2021-07-13 08:40:05","2021-07-13 08:40:28.742",Update,
345021,L-8788-UB,356173062859694,FM-1202+J,081514007245,345:{1},"2021-07-13 08:40:35","2021-07-13 08:40:55.291",Update,
511123,58,356173062949842,FM-1202+J,081542004477,511:{2},"2021-07-12 23:09:59.9","2021-07-12 23:10:33.448","CPU Reset Recomendation","Macanan - Nganjuk - Jawa Timur"
309037,B-9709-IW,356173063226208,FM-1202,08553205637,309:{7},"2021-07-10 08:52:14","2021-07-10 09:10:34.818","CPU Reset Recomendation","Penjaringan - Penjaringan - Jakarta Utara"
301041,L-8997-AB,356307046147533,FM-1200,08553202290,301:{13},"2021-07-13 00:49:38.98","2021-07-13 00:49:42.027",Update,
367001,B-9508-UU,352848029708845,FM-42,08553223740,367:{1},"2021-07-13 01:08:25.183","2021-07-13 01:09:09.692",Update,
511165,165,352094086737803,FMA,081514007440,511:{11},"2021-07-10 03:58:35","2021-07-10 03:58:45.816","CPU Reset Recomendation","Kesiman Petilan - Denpasar - Bali"
357007,"166 [W-9046-NV]",356307046114269,FM-1200,081132020503,357:{1},"2021-07-13 08:38:12","2021-07-13 08:38:32.821",Update,
217005,L-9958-UI,867060031272392,FM-36,081513701434,217:{0},"2021-07-13 08:41:00","2021-07-13 08:41:24.121",Update,
211014,"KM. Rey Sumber Jaya ",867060031290543,FM-36,081132023750,211:{1;2},"2021-06-22 18:15:40","2021-06-22 18:19:03.661","CPU Reset Recomendation","Jawa Barat - Indonesia - id"
367003,B-9507-UU,356173062949099,FM-1202,081132241183,367:{1},"2021-07-13 08:12:30","2021-07-13 08:13:28.968",Update,
309025,L-8034-WD,352848024126894,FM-32,08553204625,309:{4},"2021-06-30 00:11:59.09","2021-06-30 00:12:27.482","CPU Reset Recomendation","Gempol - Pasuruan - Jawa Timur"
309001,L-9874-AL,356307046420328,FM-32,08553204601,309:{1},"2021-07-13 08:25:15.56","2021-07-13 08:25:18.864",Update,
355012,"T 32",356307048821457,FM-1202+J,081515270651,355:{3},"2021-07-13 08:25:29.31","2021-07-13 08:25:43.151",Update,
355017,"T 05",356173066138525,FM-1202+J,08158096172,355:{2},"2021-07-13 08:41:48.32","2021-07-13 08:41:52.325",Update,
501004,E152,352094088664641,FM-1202,081515270714,501:{12},"2021-07-11 06:45:00","2021-07-11 06:45:06.843","CPU Reset Recomendation","Serangan - Denpasar - Bali"
511114,65,356307045725685,FM-1200,081553470238,511:{12},"2021-07-07 11:41:23.85","2021-07-07 21:05:07.457","CPU Reset Recomendation","Benda Asri - Nganjuk - Jawa Timur"
319005,L-8114-WY,352094089412172,FMA,08553204835,319:{1},"2021-07-04 01:22:56","2021-07-04 01:23:15.541","CPU Reset Recomendation","RW 07 - Tandes - Tandes"
353002,L-9502-UY,356307047689608,FM-32,08553211024,353:{1},"2021-07-13 08:12:01.89","2021-07-13 08:12:22.494",Update,
309038,B-9241-PCI,352094085652086,FM-32,08553205638,309:{7},"2021-07-12 03:21:45","2021-07-12 03:21:54.561","CPU Reset Recomendation","Penjaringan - Penjaringan - Jakarta Utara"
501026,F288,352848027688353,FM-32,08164298077,501:{5}," null"," null"," Tidak ada data di RAW"
503024,"F 08",357454076232238,FMA,081514380710,503:{1}," null"," null"," Tidak ada data di RAW"
309068,H-1567-WA,352094087546138,FMA,081514007262,309:{6},"2021-02-26 02:17:20","2021-02-26 02:17:30","CPU Reset Recomendation","Kawasan Industri Candi - Ngaliyan - Semarang"
385010,L-9224-UP,356307048764392,FM-1202+J,08164298115,385:{1},"2021-07-13 08:21:45.12","2021-07-13 08:22:29.653",Update,
205012,L-9167-G,356307045736187,FM-1200,081542005603,205:{1},"2021-07-13 08:38:18.06","2021-07-13 08:38:28.913",Update,
213008,CS4,352093083270438,FMA,081513701469,213:{0;1},"2021-07-13 08:27:07","2021-07-13 08:27:19.921",Update,
31081,31081,357454076233426,FM-1200,000,31:{2;40},"2021-06-18 08:44:42","2021-06-18 08:44:45.348","CPU Reset Recomendation","RW 06 - Penjaringan Sari - Rungkut"
331013,L-9217-GN,356307046420898,FM-1200,08553206458,331:{4},"2021-07-13 08:33:38","2021-07-13 08:33:44.048",Update,
385012,L-9067-UP,356307048763717,FM-1202+J,08164298087,385:{1},"2021-07-13 08:42:00.29","2021-07-13 08:42:19.654",Update,
511170,258,352093080044430,FMA,081132261470,511:{0;1},"2021-07-13 08:34:37","2021-07-13 08:34:38.919",Update,
319007,L-9484-VU,356307048824089,FM-1202,081132218952,319:{1},"2021-07-13 08:41:38","2021-07-13 08:41:43.909",Update,
301037,L-9962-N,352848029520802,FM-42,08553202286,301:{13},"2021-07-13 04:03:21.171","2021-07-13 04:03:40.443",Update,
503012,"J 03",352848021647116,FM-32,08553204083,503:{4},"2021-07-13 02:31:36.291","2021-07-13 02:31:50.652",Update,
357013," 158 [W-8242-ND]	",357454073172379,FM-1202,081131129935,357:{1},"2021-07-13 08:41:02","2021-07-13 08:41:17.57",Update,
309011,L-9196-VZ,352094085744917,FM-1200,08553204611,309:{5},"2021-07-08 01:52:30","2021-07-08 01:52:43.555","CPU Reset Recomendation","Jeruk Purut - Pasuruan - Jawa Timur"
501030,"E99 Jcb",356173065870417,FM-32,08553205922,501:{19},"2021-07-13 08:40:02","2021-07-13 08:40:19.078",Update,
511128,207,356173061968843,FM-1202,08158131074,511:{11},"2021-07-10 07:15:30","2021-07-10 07:20:03.528","CPU Reset Recomendation","Kesiut - Bali - Indonesia"
393005,AGUS(L-9901-VJ),356173062968933,FM-1202+J,081584148394,393:{0},"2021-07-13 08:12:08","2021-07-13 08:16:36.328",Update,
301042,L-8248-NK,356307045893657,FM-1200,081514008890,301:{13},"2021-07-13 05:48:37.79","2021-07-13 05:48:41.038",Update,
345026,N-8835-UV,356307048831001,FM-1202+J,081515267463,345:{1},"2021-07-13 07:37:15.83","2021-07-13 07:41:53.038",Update,
523011,Doosan-A,352093082755074,FMA,08113457241,523:{2},"2021-07-13 08:42:20","2021-07-13 08:42:22.555",Update,
309019,N-9442-TH,352093083272855,FMA,08553204619,309:{9},"2021-07-13 08:14:43","2021-07-13 08:14:48.04",Update,
503026,"F 36",352094089192287,FMA,081514380719,503:{1}," null"," null"," Tidak ada data di RAW"
319009,L-9524-V,352848024086064,FM-32,081132218951,319:{1},"2021-07-13 08:39:27.141","2021-07-13 08:40:03.146",Update,
511002,DZ-152,352848025099629,FM-32,08553210902,511:{2},"2021-07-07 23:44:22.511","2021-07-07 23:44:32.449","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
385019,L-9676-T,356307048771991,FM-1202+J,081515272601,385:{3},"2021-07-13 08:31:33","2021-07-13 08:32:13.564",Update,
215010,DR-8640-G,864403041491060,FM-36,081132006576,215:{0},"2021-07-13 08:40:34","2021-07-13 08:40:56.732",Update,
385004,L-8457-AY,356307048764475,FM-1202+J,081515274863,385:{4}," null"," null"," Tidak ada data di RAW"
345012,L-8651-UB,357454076229382,FM-1202,08553210387,345:{1},"2021-07-13 08:19:14","2021-07-13 08:19:30.482",Update,
523031,R55,357454075078699,FM-1202,08113457236,523:{2},"2021-07-12 05:59:46","2021-07-12 05:59:51.422","CPU Reset Recomendation","Samplangan - Bali - 80614"
511177,273,352093083119023,FMA,081514017718,511:{1;10},"2021-06-23 00:56:12","2021-06-23 00:56:31.659","CPU Reset Recomendation","Serangan - Denpasar - Bali"
541074,F3-23,352093083272830,FMA,081514017648,541:{4}," null"," null"," Tidak ada data di RAW"
397005,W-9195-NO,357454076232832,FM-1202,081514388982,397:{1}," null"," null"," Tidak ada data di RAW"
541036,PC200-07,357454073176792,FM-1202,081519764856,541:{3}," null"," null"," Tidak ada data di RAW"
211005,B-9744-UEW,864403041516486,FM-36,08551838330,211:{1},"2021-07-13 08:41:25","2021-07-13 08:41:46.842",Update,
301043,L-9950-N,356307046147582,FM-1200,08551838366,301:{13},"2021-07-13 05:09:06.02","2021-07-13 05:34:50.443",Update,
359003,L-1695-PZ,352848027688205,FM-32,08553206239,359:{1},"2021-07-13 05:34:27.421","2021-07-13 05:36:32.847",Update,
369004,L-9627-NE,352094089366691,FMA,081554100501,369:{1},"2021-07-13 08:26:33","2021-07-13 08:26:50.788",Update,
31091,L-18-RL,356307045620100,FM-1200,085851201354,31:{15},"2021-07-13 05:02:06.55","2021-07-13 05:02:27.408",Update,
309055,N-9347-TH,352848027662234,FM-42,08553205655,309:{1},"2021-07-13 08:43:12.308","2021-07-13 08:43:20.172",Update,
501033,E161,356307046149711,FM-1200,08553210866,501:{12},"2021-07-13 08:38:25","2021-07-13 08:38:46.185",Update,
516008,"TB 01",356173062952184,FM-1202+J,081542002617,516:{1}," null"," null"," Tidak ada data di RAW"
511044,72,352848026179560,FM-32,08553210954,511:{5},"2021-07-13 08:33:59.011","2021-07-13 08:34:17.201",Update,
385014,L-9745-UP,356307048842297,FM-1202+J,08164298116,385:{1},"2021-07-13 08:39:27.13","2021-07-13 08:39:32.159",Update,
523024,PC78-E,356173061695461,FM-1202+J,08113107109,523:{2},"2021-07-13 08:35:40.13","2021-07-13 08:35:51.523",Update,
541024,D4C-01,357454072889874,FM-1202,08158329406,541:{2},"2015-01-01 00:00:35","2021-07-11 04:31:23.701","CPU Reset Recomendation","RW 01 - Benowo - Benowo"
395006,"BIS. 6 EA-7798-A",357454075060267,FM-1202,081519764553,2:{0}," null"," null"," Tidak ada data di RAW"
541014,F15-1,357454072301649,FM-1202,08158329442,541:{4},"2021-07-13 06:52:56","2021-07-13 07:03:38.43",Update,
511014,161,352848025231560,FM-32,08553210924,511:{3}," null"," null"," Tidak ada data di RAW"
355010,"T 30",356307048801236,FM-1202+J,08553205917,355:{3},"2021-07-13 04:10:01.94","2021-07-13 04:14:48.683",Update,
301035,B-9773-FH,352848029528961,FM-42,08553202284,301:{13},"2021-07-12 21:21:34.153","2021-07-12 21:25:01.831","CPU Reset Recomendation","RW 02 - Asemrowo - Asemrowo"
511186,A06,352093082793877,FMA,08551838386,511:{11},"2021-07-13 08:35:06","2021-07-13 08:35:09.89",Update,
355020,"T 50",356173066137824,FM-1202+J,08158096188,355:{2},"2021-07-13 08:28:19.31","2021-07-13 08:28:31.433",Update,
345022,L-8369-UX,356307048819360,FM-1202+J,081515272730,345:{1},"2021-07-13 08:42:53","2021-07-13 08:43:10.098",Update,
317002,Z-9007-LG,353976013098318,FM-41,08553201784,317:{3}," null"," null"," Tidak ada data di RAW"
347001,S-9081-T,352848027468038,FM-42,08553210986,347:{0}," null"," null"," Tidak ada data di RAW"
503028,F-01,352094089716978,FMA,081514387273,503:{1}," null"," null"," Tidak ada data di RAW"
511016,158,352848026250007,FM-32,08553210926,511:{3},"2021-05-09 03:59:20.29","2021-05-09 03:59:44.608","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
395008,"BIS. 8 EA-7379-A",357454076235108,FM-1202,08155257478,2:{0}," null"," null"," Tidak ada data di RAW"
541042,TRL-01,357454075062917,FM-1202,081519764611,541:{5}," null"," null"," Tidak ada data di RAW"
315006,"L-1658-CG	",864403041519712,FM-36,08551838385,315:{1},"2021-07-13 08:44:04","2021-07-13 08:44:23.143",Update,
511024,150,352848026179198,FM-32,08553210934,511:{2},"2021-07-13 08:37:40.301","2021-07-13 08:38:04.737",Update,
511180,275,352093082632505,FMA,081514017732,511:{0;10},"2021-07-13 08:39:00","2021-07-13 08:39:03.466",Update,
309007,N-9023-TJ,352848023021450,FM-32,08553204607,309:{3},"2021-07-09 02:12:48.503","2021-07-09 02:12:59.987","CPU Reset Recomendation","Gempol - Pasuruan - Jawa Timur"
309051,N-8701-TD,352093082775445,FM-42,08553205651,309:{3},"2021-07-09 02:09:34","2021-07-09 02:09:47.907","Battery Power Low (66,2993)","Gempol - Pasuruan - Jawa Timur"
309013,L-8136-WS,352848023144682,FM-32,08553204613,309:{2},"2021-07-08 08:47:10.951","2021-07-08 08:47:46.466","CPU Reset Recomendation","Jeruk Purut - Pasuruan - Jawa Timur"
301039,L-8130-RN,356307045617403,FM-1200,08553202288,301:{13},"2021-07-13 08:44:13.74","2021-07-13 08:44:20.216",Update,
317003,Z-9007-KX,352848024262178,FM-32,08553201787,317:{4}," null"," null"," Tidak ada data di RAW"
511100,146,352848026176657,FM-32,08553206623,511:{2}," null"," null"," Tidak ada data di RAW"
543003,DR-8757-AB,356173063389337,FM-1200,08113525579,543:{1}," null"," null"," Tidak ada data di RAW"
215009,DR-8606-AH,867060031290634,FM-36,081132006577,215:{0},"2021-07-13 08:26:14","2021-07-13 08:26:37.164",Update,
503019,"J 08",356307046420518,FM-32,08553206235,503:{4},"2021-05-19 08:36:42.43","2021-05-19 08:37:03.365","CPU Reset Recomendation","RW 07 - Perak Barat - Krembangan"
353007,L-9628-UK,352094085737325,FMA,081514007244,353:{1},"2021-07-03 17:16:11","2021-07-03 17:16:23.235","CPU Reset Recomendation","Ngampel - Bojonegoro - Jawa Timur"
523036,CA-151,352093082655282,FMA,08113457242,523:{2},"2021-07-02 09:21:36","2021-07-02 09:21:48.057","Battery Power Low (66,0)","Beraban - Bali - 82121"
317012,"C 2507",356307046110481,FM-1200,08553201812,317:{8}," null"," null"," Tidak ada data di RAW"
389004,L-9754-UR,356173062962878,FM-1202+J,081515275024,389:{1}," null"," null"," Tidak ada data di RAW"
503010,"Kalmar 10",352093083264365,FMA,081514008339,503:{2}," null"," null"," Tidak ada data di RAW"
309022,N-9185-TI,352094087854813,FM-32,08553204622,309:{3},"2021-07-09 02:08:50","2021-07-09 02:09:04.895","Battery Power Low (66,2984)","Gempol - Pasuruan - Jawa Timur"
331008,W-9210-NW,357454076231487,FM-32,08553204378,331:{2},"2021-07-13 08:25:14","2021-07-13 08:25:35.999",Update,
511162,260,352094089366006,FMA,081514380737,511:{4},"2021-07-08 12:29:28","2021-07-08 12:29:45.712","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
309028,L-9318-WE,352848024167336,FM-32,08553204628,309:{6}," null"," null"," Tidak ada data di RAW"
317044,Z-9007-KA,356307045740353,FM-1200,085851201348,317:{6}," null"," null"," Tidak ada data di RAW"
317028,Z-9007-HV,352848027880935,FM-32,08553205575,317:{6}," null"," null"," Tidak ada data di RAW"
521019,"HITACHI LONGAN",352094086738199,FMA,081514389086,521:{2}," null"," null"," Tidak ada data di RAW"
309010,N-9147-TJ,352848023020429,FM-32,08553204610,309:{3},"2021-07-09 01:57:36.381","2021-07-09 01:58:05.653","CPU Reset Recomendation","Gempol - Pasuruan - Jawa Timur"
511169,266,352093082650200,FMA,081514007251,511:{1},"2021-07-13 08:23:14","2021-07-13 08:23:34.383",Update,
541001,"PC78-02 ",356173063740596,FM-1202,081574085621,541:{3},"2021-02-11 09:07:53","2021-02-11 09:08:07","CPU Reset Recomendation","RW 02 - Dukuh Pakis - Dukuh Pakis"
309002,N-8407-TD,356173062950196,FM-32,08553204602,309:{1},"2021-07-13 07:56:25.43","2021-07-13 07:56:43.721",Update,
315004,L-1763-CG,356173066174744,FM-1202+J,081575097678,315:{1},"2021-07-13 08:20:33","2021-07-13 08:20:47.484",Update,
309039,B-9175-UCN,352094082645489,FM-32,08553205639,309:{7},"2021-07-10 07:04:41","2021-07-13 06:40:54.064",Update,
345016,L-8136-UE,356307045618211,FM-1202+J,081542002629,345:{1},"2021-07-13 07:46:20.49","2021-07-13 07:57:56.582",Update,
205004,L-9069-W,356307046422845,FM-1200,081515274772,205:{1}," null"," null"," Tidak ada data di RAW"
331010,L-9871-BG,352848023089176,FM-32,08553204380,331:{1;3},"2021-07-13 08:44:27.501","2021-07-13 08:45:08.11",Update,
331007,W-8997-NE,352848023141381,FM-32,08553204377,331:{2},"2021-07-13 08:40:10.12","2021-07-13 08:40:38.92",Update,
309062,N-8536-TD,356307048819451,FM-1202+J,08158171378,309:{4},"2021-07-13 08:40:44.12","2021-07-13 08:41:00.635",Update,
309029,N-9767-TI,352848024177806,FM-32,08553204629,309:{6}," null"," null"," Tidak ada data di RAW"
389002,"G 70",356173061758863,FM-1202+J,081515242402,389:{1}," null"," null"," Tidak ada data di RAW"
501031,L-9556-UZ,353976012678375,FM-42,08553205582,501:{7}," null"," null"," Tidak ada data di RAW"
511056,176,352848026098240,FM-32,08551838408,511:{0;6},"2021-07-13 07:44:12.091","2021-07-13 07:44:31.058",Update,
511134,186,356173063752732,FM-1202,08157615645,511:{3},"2021-07-08 03:58:55.81","2021-07-08 03:59:11.924","CPU Reset Recomendation","Macanan - Nganjuk - Jawa Timur"
511163,261,352094088721854,FMA,081514018460,511:{0;10},"2021-07-13 08:47:00","2021-07-13 08:47:04.568",Update,
309015,L-8021-ZV,352848023180512,FM-32,08553204615,309:{5},"2021-07-09 02:24:07.121","2021-07-09 02:25:05.15","CPU Reset Recomendation","Jeruk Purut - Pasuruan - Jawa Timur"
511039,78,352848026182986,FM-32,08553210949,511:{10},"2021-07-13 08:32:57.911","2021-07-13 08:38:56.064",Update,
317030,Z-9007-LF,356307046115050,FM-1200,08553205577,317:{4}," null"," null"," Tidak ada data di RAW"
501013,Z-9998-HD,353976013859412,FM-41,08553201833,501:{7}," null"," null"," Tidak ada data di RAW"
501036,B106,356173062892232,FM-42,08553211020,501:{11}," null"," null"," Tidak ada data di RAW"
309008,"N 9844 TE",352848023019538,FM-32,08553204608,309:{6},"2021-07-13 08:43:37.08","2021-07-13 08:44:04.05",Update,
501005,F111,352848028785570,FM-32,08553205585,501:{15},"2021-07-13 08:44:51.023","2021-07-13 08:45:05.48",Update,
331001,W-8082-X,352848022483438,FM-32,08553204371,331:{2},"2021-07-12 08:18:43.72","2021-07-12 08:24:10.666","CPU Reset Recomendation","Bringinbendo - Taman - Sidoarjo"
385002,L-9502-UP,356307048797855,FM-1202+J,08164298090,385:{2},"2021-07-13 08:47:06","2021-07-13 08:47:09.05",Update,
385013,L-9786-ND,356307048838311,FM-1202+J,081553168982,385:{1},"2021-07-13 08:37:56.54","2021-07-13 08:38:14.757",Update,
511184,279,867060035299250,FM-36,081514008570,511:{1},"2021-07-13 08:43:45","2021-07-13 08:44:02.84",Update,
331002,W-8729-NW,352848022483677,FM-32,08553204372,331:{1},"2021-07-13 08:11:40.621","2021-07-13 08:12:04.286",Update,
309027,N-9823-TE,352848024232866,FM-32,08553204627,309:{6},"2021-07-13 08:42:01.141","2021-07-13 08:42:16.586",Update,
503014,"J 04",352848022488361,FM-32,08553209146,503:{4}," null"," null"," Tidak ada data di RAW"
541044,F5-11,357454075059483,FM-1202,08155265495,541:{4}," null"," null"," Tidak ada data di RAW"
200119,"L-1289-EO Veloz",352094089899287,FMA,08551838373,200:{1;10}," null"," null"," Tidak ada data di RAW"
309036,B-9790-TCG,352094089652439,FM-32,08553204636,309:{1;7},"2021-07-12 08:58:01","2021-07-13 06:20:14.984",Update,
511146,251,357454073090902,FM-1202,081519764520,511:{3},"2021-07-13 08:31:43","2021-07-13 08:32:20.23",Update,
511073,182,352848027847025,FM-32,08553206578,511:{0;8},"2021-06-22 09:33:22.941","2021-06-22 09:36:41.329","CPU Reset Recomendation","Keniten - Ponorogo - Jawa Timur"
511111,179,356307046419585,FM-1200,081513701449,511:{0;4},"2021-06-29 11:55:10","2021-06-29 11:55:28.087","CPU Reset Recomendation","Tumapel - Gresik - Jawa Timur"
309045,N-9329-TH,352094086269872,FM-32,081514007265,309:{9},"2021-07-13 08:48:40","2021-07-13 08:48:55.201",Update,
211001,B-9581-UEW,352093082564328,FMA,081132275066,211:{1},"2021-07-13 08:48:46","2021-07-13 08:48:57.233",Update,
215001,"L 9372 BZ",867060031247063,FM-36,081132275051,215:{0},"2021-07-13 08:48:48","2021-07-13 08:49:07.003",Update,
357001,"160 [W-8048-NX]",352848029424195,FM-42,08113593507,357:{1},"2021-07-13 08:44:49.368","2021-07-13 08:46:35.915",Update,
355007,"T 46",356173061695156,FM-1202,081515270281,355:{2},"2021-07-13 08:49:15.12","2021-07-13 08:49:18.095",Update,
511031,117,352848026178521,FM-32,08553210941,511:{4},"2021-07-13 08:43:45.501","2021-07-13 08:46:57.608",Update,
511023,A01,352848026183539,FM-32,08553210933,511:{4}," null"," null"," Tidak ada data di RAW"
523021,Sany-A,356307047600340,FM-1202+J,08113101697,523:{2},"2021-06-30 03:52:42.52","2021-06-30 03:54:37.804","CPU Reset Recomendation","Sibang Kaja - Bali - Indonesia"
501025,"E151 Kbt",352094088668147,FMA,081514008165,501:{0},"2021-07-12 18:45:29","2021-07-12 18:53:55.336","Battery Power Low (66,4956)"," -  - "
331011,L-8284-LH,352093082787127,FM-1200,08553206456,331:{4},"2021-07-13 08:47:17","2021-07-13 08:47:49.158",Update,
317005,Z-9007-HT,356307045648226,FM-1200,085851201343,317:{4}," null"," null"," Tidak ada data di RAW"
399005,L-9784-BR,867060031236157,FM-36,081132261473,399:{0},"2021-07-13 08:37:33","2021-07-13 08:38:09.464",Update,
309054,L-9487-AK,352094089802943,FM-42,08553205654,309:{4},"2021-07-13 08:38:21","2021-07-13 08:38:25.47",Update,
309063,N-8615-TD,356307048773682,FM-1202+J,08551838375,309:{4},"2021-07-13 00:43:40","2021-07-13 00:44:01.346",Update,
511050,99,356173063484088,FM-32,08553210960,511:{6},"2021-07-13 08:38:16","2021-07-13 08:38:29.4",Update,
501010,E103,356307046110879,FM-1200,081514007459,501:{0}," null"," null"," Tidak ada data di RAW"
387003,PAMP-06,356173061969346,FM-1202+J,081515274627,387:{1}," null"," null"," Tidak ada data di RAW"
503004,"F 07",352093083189521,FMA,081514008481,503:{2}," null"," null"," Tidak ada data di RAW"
387002,PAMP-02,356173061694092,FM-1202+J,081515274595,387:{1}," null"," null"," Tidak ada data di RAW"
357006,"165 [W-9104-NV]",356307046114905,FM-1200,081132020491,357:{1},"2021-07-13 08:47:33","2021-07-13 08:47:49.111",Update,
331003,W-8742-NS,352848022881045,FM-32,08553204373,331:{1},"2021-07-13 08:26:13.741","2021-07-13 08:26:47.487",Update,
355014,"T 24",356173066165130,FM-1202+J,081575098005,355:{3},"2021-07-13 08:43:31.34","2021-07-13 08:43:49.43",Update,
357003,"118 [W-9902-NR]",356307045617452,FM-1200,081131129934,357:{1},"2021-07-13 08:49:57","2021-07-13 08:50:12.689",Update,
511155,C.07,357454075062719,FM-1202,081519764601,511:{13},"2021-07-13 08:48:12","2021-07-13 08:48:16.247",Update,
511036,75,352848026183299,FM-32,081542002614,511:{10},"2021-07-05 07:50:38.071","2021-07-05 07:50:44.975","CPU Reset Recomendation","Bantas - Bali - Indonesia"
309064,N-8678-TD,356307048794191,FM-1202+J,08553204623,309:{4}," null"," null"," Tidak ada data di RAW"
395011,EA-7331-A,352094089405044,FMA,081514018511,2:{0}," null"," null"," Tidak ada data di RAW"
355018,"T 18",356173066132205,FM-1202+J,08158096180,355:{2},"2021-07-13 08:42:49.11","2021-07-13 08:43:01.009",Update,
511132,214,356173066114567,FM-1202+J,08158131060,511:{3},"2021-07-13 08:49:04.67","2021-07-13 08:49:07.108",Update,
511064,88,352848026159257,FM-32,08553206569,511:{7},"2021-07-13 08:42:43.981","2021-07-13 08:44:42.116",Update,
511173,268,352094089191776,FMA,081513701385,511:{0;1},"2021-07-13 08:43:19","2021-07-13 08:43:40.144",Update,
215011,"No.rangka 008869",864403041451890,FM-36,081132023088,215:{0},"2021-07-13 08:50:05","2021-07-13 08:50:30.09",Update,
395002,"BIS. 2 EA-7304-A",356173062881714,FM-1202+J,081515275042,2:{0}," null"," null"," Tidak ada data di RAW"
375005,"k 08",356307047689921,FM-21,081515269835,375:{6}," null"," null"," Tidak ada data di RAW"
501020,L-9814-W,352848027606959,FM-32,08553201840,501:{16}," null"," null"," Tidak ada data di RAW"
501041,L-9965-UU,356307048938558,FM-1202+J,081514007443,501:{7}," null"," null"," Tidak ada data di RAW"
309066,N-9824-TE,356173063431824,FM-1200,08157613438,309:{4},"2021-07-13 08:25:44.3","2021-07-13 08:26:04.302",Update,
511182,262,867060034789939,FM-36,081514015407,511:{1},"2021-07-13 08:46:29","2021-07-13 08:46:31.537",Update,
511006,138,352848025200300,FM-32,08553210906,511:{2}," null"," null"," Tidak ada data di RAW"
511127,140,356173062859751,FM-1202+J,081584148417,511:{2}," null"," null"," Tidak ada data di RAW"
503005,"F 06",356173061401175,FM-1202,08553204082,503:{2},"2021-07-13 08:50:14.45","2021-07-13 08:50:24.194",Update,
395003,"BIS. 3 EA-7383-A",357454075063063,FM-1202,081519764616,2:{0}," null"," null"," Tidak ada data di RAW"
541039,PC78-09,357454075061489,FM-1202,081519764735,541:{3}," null"," null"," Tidak ada data di RAW"
511171,267,352093082786665,FMA,08551838399,511:{0;1},"2021-07-13 08:42:21","2021-07-13 08:42:32.488",Update,
